text,label,cleaned_text
i took a mini break from posting pics as i just have not been feeling inspired lately,1,took mini break posting pic feeling inspired lately
im so excited thinking that some hot man might see my sweet little pussy this makes me feel so naughty a naught little girl hehehehehe,2,im excited thinking hot man might see sweet little pussy make feel naughty naught little girl hehehehehe
i feel like in some ways im probably not putting myself in vulnerable positions enough and pushing the limits of it,4,feel like way im probably putting vulnerable position enough pushing limit
i had been feeling lousy but feeling a little more normal brought so many small things into focus and everything seemed wonderful,0,feeling lousy feeling little normal brought many small thing focus everything seemed wonderful
i was tired of feeling unloved and broken and thought maybe that was the way out,0,tired feeling unloved broken thought maybe way
i can barely maintain long distance relationships because im too invested in feeling shitty alone,0,barely maintain long distance relationship im invested feeling shitty alone
i feel hopeful that we are already taking important action to make these necessary and important changes and that we will actually make an effective change and make it soon,1,feel hopeful already taking important action make necessary important change actually make effective change make soon
i feel very emotional down and i tried to put a strong front no matter what his instinct is always right about me being not okay,0,feel emotional tried put strong front matter instinct always right okay
i don t really know what the suicide attempt accomplished other than me feeling ashamed embarrassed and stupid,0,really know suicide attempt accomplished feeling ashamed embarrassed stupid
im well chuffed made me feel fab straight away,1,im well chuffed made feel fab straight away
i feel really low it would be nice to have someone to hold me when i cry,0,feel really low would nice someone hold cry
i dont watch a whole lot however when i do i turn off the tv and feel stunned,5,dont watch whole lot however turn tv feel stunned
